Sample in Buffer,Sample in Window,TRIGGER,design_1_i/processing_system7_0_M_AXI_GP0_WREADY,design_1_i/processing_system7_0_M_AXI_GP0_AWADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_BRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_BVALID,design_1_i/processing_system7_0_M_AXI_GP0_BREADY,design_1_i/processing_system7_0_M_AXI_GP0_ARADDR[31:0],design_1_i/processing_system7_0_M_AXI_GP0_RREADY,design_1_i/processing_system7_0_M_AXI_GP0_WVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARREADY,design_1_i/processing_system7_0_M_AXI_GP0_RDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_AWVALID,design_1_i/processing_system7_0_M_AXI_GP0_AWREADY,design_1_i/processing_system7_0_M_AXI_GP0_RRESP[1:0],design_1_i/processing_system7_0_M_AXI_GP0_WDATA[31:0],design_1_i/processing_system7_0_M_AXI_GP0_WSTRB[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RVALID,design_1_i/processing_system7_0_M_AXI_GP0_ARPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWPROT[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_BID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLEN[3:0],design_1_i/<const0>_1,design_1_i/processing_system7_0_M_AXI_GP0_AWSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_AWBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARID[11:0],design_1_i/processing_system7_0_M_AXI_GP0_AWLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLEN[3:0],design_1_i/processing_system7_0_M_AXI_GP0_ARSIZE[2:0],design_1_i/processing_system7_0_M_AXI_GP0_ARBURST[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARLOCK[1:0],design_1_i/processing_system7_0_M_AXI_GP0_ARCACHE[3:0],design_1_i/processing_system7_0_M_AXI_GP0_AWCACHE[3:0],design_1_i/<const0>_2,design_1_i/<const0>_3,design_1_i/<const0>_4,design_1_i/<const0>_5,design_1_i/processing_system7_0_M_AXI_GP0_ARQOS[3:0],design_1_i/<const0>_6,design_1_i/<const0>_7,design_1_i/processing_system7_0_M_AXI_GP0_AWQOS[3:0],design_1_i/processing_system7_0_M_AXI_GP0_RID[11:0],design_1_i/<const0>_8,design_1_i/processing_system7_0_M_AXI_GP0_RLAST,design_1_i/<const0>_9,design_1_i/processing_system7_0_M_AXI_GP0_WLAST,design_1_i/<const0>,design_1_i/processing_system7_0_M_AXI_GP0_WID[11:0]
94,94,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
95,95,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
96,96,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
97,97,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
98,98,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
99,99,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
100,100,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
101,101,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
102,102,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
103,103,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
104,104,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
105,105,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
106,106,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
107,107,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
108,108,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
109,109,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
110,110,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
111,111,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
112,112,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
113,113,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
114,114,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
115,115,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
116,116,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
117,117,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
118,118,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
119,119,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
120,120,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
121,121,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
122,122,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
123,123,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
124,124,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
125,125,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
126,126,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
127,127,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
128,128,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
129,129,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
130,130,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
131,131,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
132,132,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
133,133,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
134,134,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
135,135,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
136,136,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
137,137,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
138,138,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
139,139,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
140,140,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
141,141,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
142,142,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
143,143,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
144,144,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
145,145,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
146,146,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
147,147,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
148,148,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
149,149,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
150,150,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
151,151,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
152,152,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
153,153,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
154,154,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
155,155,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
156,156,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
157,157,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
158,158,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
159,159,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
160,160,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
161,161,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
162,162,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
163,163,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
164,164,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
165,165,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
166,166,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
167,167,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
168,168,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
169,169,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
170,170,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
171,171,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
172,172,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
173,173,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
174,174,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
175,175,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
176,176,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
177,177,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
178,178,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
179,179,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
180,180,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
181,181,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
182,182,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
183,183,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
184,184,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
185,185,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
186,186,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
187,187,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
188,188,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
189,189,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
190,190,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
191,191,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
192,192,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
193,193,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
194,194,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
195,195,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
196,196,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
197,197,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
198,198,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
199,199,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
200,200,0,0,43c00000,0,0,1,d400e8df,1,0,0,1,00000000,0,1,0,55555555,f,0,3,1,c00,c00,0,0,2,1,cff,0,9,3,3,2,f,2,0,0,0,0,7,0,0,0,000,0,0,0,1,0,c00
